Time (s),Red,IR
9.990,31087.0,111190.0
10.000,31094.0,111239.0
10.010,31132.0,111284.0
10.020,31136.0,111278.0
10.030,31137.0,111292.0
10.040,31141.0,111328.0
10.050,31154.0,111381.0
10.060,31161.0,111436.0
10.070,31167.0,111514.0
10.080,31166.0,111578.0
10.090,31185.0,111603.0
10.100,31171.0,111406.0
10.110,31136.0,111161.0
10.120,31137.0,111097.0
10.130,31136.0,111109.0
10.140,31136.0,111138.0
10.150,31142.0,111202.0
10.160,31151.0,111262.0
10.170,31151.0,111267.0
10.180,31146.0,111285.0
10.190,31156.0,111314.0
10.200,31167.0,111370.0
10.210,31165.0,111422.0
10.220,31173.0,111485.0
10.230,31187.0,111544.0
10.240,31200.0,111609.0
10.250,31216.0,111645.0
10.260,31224.0,111492.0
10.270,31205.0,111295.0
10.280,31175.0,111238.0
10.290,31193.0,111278.0
10.300,31200.0,111306.0
10.310,31198.0,111345.0
10.320,31200.0,111403.0
10.330,31193.0,111406.0
10.340,31203.0,111403.0
10.350,31201.0,111440.0
10.360,31190.0,111502.0
10.370,31189.0,111556.0
10.380,31208.0,111626.0
10.390,31222.0,111668.0
10.400,31236.0,111745.0
10.410,31230.0,111804.0
10.420,31256.0,111767.0
10.430,31227.0,111591.0
10.440,31206.0,111475.0
10.450,31217.0,111503.0
10.460,31203.0,111562.0
10.470,31211.0,111595.0
10.480,31222.0,111670.0
10.490,31209.0,111704.0
10.500,31214.0,111720.0
10.510,31222.0,111756.0
10.520,31247.0,111789.0
10.530,31261.0,111871.0
10.540,31264.0,111943.0
10.550,31276.0,112004.0
10.560,31291.0,112057.0
10.570,31285.0,112115.0
10.580,31298.0,112183.0
10.590,31305.0,112106.0
10.600,31278.0,111927.0
10.610,31269.0,111862.0
10.620,31260.0,111880.0
10.630,31271.0,111925.0
10.640,31284.0,111959.0
10.650,31275.0,112015.0
10.660,31293.0,112033.0
10.670,31289.0,112021.0
10.680,31287.0,112055.0
10.690,31288.0,112102.0
10.700,31287.0,112143.0
10.710,31302.0,112194.0
10.720,31321.0,112250.0
10.730,31321.0,112320.0
10.740,31333.0,112321.0
10.750,31311.0,112130.0
10.760,31289.0,111974.0
10.770,31296.0,111969.0
10.780,31305.0,112015.0
10.790,31319.0,112052.0
10.800,31326.0,112097.0
10.810,31318.0,112143.0
10.820,31325.0,112139.0
10.830,31335.0,112142.0
10.840,31335.0,112199.0
10.850,31335.0,112255.0
10.860,31321.0,112316.0
10.870,31330.0,112366.0
10.880,31322.0,112401.0
10.890,31322.0,112472.0
10.900,31337.0,112477.0
10.910,31338.0,112277.0
10.920,31301.0,112120.0
10.930,31306.0,112092.0
10.940,31303.0,112130.0
10.950,31306.0,112165.0
10.960,31303.0,112217.0
10.970,31315.0,112257.0
10.980,31306.0,112242.0
10.990,31310.0,112235.0
11.000,31298.0,112270.0
11.010,31285.0,112312.0
11.020,31286.0,112373.0
11.030,31302.0,112422.0
11.040,31324.0,112463.0
11.050,31349.0,112524.0
11.060,31364.0,112528.0
11.070,31329.0,112358.0
11.080,31308.0,112206.0
11.090,31299.0,112209.0
11.100,31296.0,112257.0
11.110,31316.0,112313.0
11.120,31317.0,112373.0
11.130,31339.0,112408.0
11.140,31335.0,112419.0
11.150,31324.0,112417.0
11.160,31337.0,112448.0
11.170,31349.0,112505.0
11.180,31342.0,112572.0
11.190,31353.0,112632.0
11.200,31366.0,112699.0
11.210,31362.0,112772.0
11.220,31366.0,112740.0
11.230,31347.0,112563.0
11.240,31327.0,112467.0
11.250,31334.0,112491.0
11.260,31326.0,112562.0
11.270,31345.0,112611.0
11.280,31357.0,112684.0
11.290,31364.0,112692.0
11.300,31376.0,112672.0
11.310,31382.0,112688.0
11.320,31389.0,112740.0
11.330,31386.0,112785.0
11.340,31393.0,112841.0
11.350,31401.0,112892.0
11.360,31390.0,112948.0
11.370,31401.0,112987.0
11.380,31395.0,112810.0
11.390,31349.0,112634.0
11.400,31343.0,112622.0
11.410,31318.0,112655.0
11.420,31326.0,112713.0
11.430,31341.0,112760.0
11.440,31360.0,112790.0
11.450,31361.0,112780.0
11.460,31348.0,112775.0
11.470,31353.0,112797.0
11.480,31353.0,112844.0
11.490,31363.0,112886.0
11.500,31363.0,112933.0
11.510,31357.0,112983.0
11.520,31374.0,113015.0
11.530,31354.0,112907.0
11.540,31314.0,112684.0
11.550,31299.0,112595.0
11.560,31279.0,112618.0
11.570,31303.0,112650.0
11.580,31327.0,112691.0
11.590,31336.0,112734.0
11.600,31322.0,112762.0
11.610,31327.0,112740.0
11.620,31339.0,112763.0
11.630,31336.0,112795.0
11.640,31335.0,112841.0
11.650,31341.0,112880.0
11.660,31354.0,112934.0
11.670,31369.0,112975.0
11.680,31361.0,112958.0
11.690,31330.0,112703.0
11.700,31305.0,112548.0
11.710,31297.0,112505.0
11.720,31306.0,112561.0
11.730,31305.0,112577.0
11.740,31295.0,112611.0
11.750,31310.0,112645.0
11.760,31296.0,112629.0
11.770,31313.0,112630.0
11.780,31297.0,112640.0
11.790,31303.0,112696.0
11.800,31306.0,112737.0
11.810,31324.0,112779.0
11.820,31320.0,112814.0
11.830,31328.0,112860.0
11.840,31355.0,112792.0
11.850,31335.0,112552.0
11.860,31323.0,112416.0
11.870,31302.0,112424.0
11.880,31303.0,112476.0
11.890,31305.0,112529.0
11.900,31305.0,112576.0
11.910,31292.0,112587.0
11.920,31296.0,112566.0
11.930,31280.0,112559.0
11.940,31293.0,112587.0
11.950,31284.0,112632.0
11.960,31282.0,112688.0
11.970,31290.0,112751.0
11.980,31317.0,112815.0
11.990,31328.0,112873.0
12.000,31320.0,112785.0
12.010,31271.0,112552.0
12.020,31263.0,112451.0
12.030,31264.0,112459.0
12.040,31285.0,112518.0
12.050,31276.0,112585.0
12.060,31285.0,112644.0
12.070,31282.0,112662.0
12.080,31272.0,112657.0
12.090,31262.0,112676.0
12.100,31275.0,112694.0
12.110,31302.0,112729.0
12.120,31318.0,112817.0
12.130,31320.0,112874.0
12.140,31330.0,112954.0
12.150,31349.0,112991.0
12.160,31331.0,112841.0
12.170,31302.0,112623.0
12.180,31297.0,112565.0
12.190,31280.0,112593.0
12.200,31294.0,112661.0
12.210,31306.0,112732.0
12.220,31310.0,112788.0
12.230,31308.0,112783.0
12.240,31320.0,112767.0
12.250,31305.0,112774.0
12.260,31298.0,112811.0
12.270,31310.0,112872.0
12.280,31314.0,112924.0
12.290,31308.0,112984.0
12.300,31329.0,113029.0
12.310,31335.0,112919.0
12.320,31311.0,112664.0
12.330,31280.0,112525.0
12.340,31272.0,112533.0
12.350,31300.0,112574.0
12.360,31321.0,112640.0
12.370,31331.0,112713.0
12.380,31329.0,112723.0
12.390,31327.0,112694.0
12.400,31324.0,112698.0
12.410,31320.0,112718.0
12.420,31319.0,112774.0
12.430,31319.0,112820.0
12.440,31331.0,112869.0
12.450,31322.0,112934.0
12.460,31310.0,112841.0
12.470,31277.0,112547.0
12.480,31256.0,112337.0
12.490,31256.0,112284.0
12.500,31249.0,112318.0
12.510,31255.0,112366.0
12.520,31251.0,112418.0
12.530,31255.0,112438.0
12.540,31260.0,112399.0
12.550,31255.0,112397.0
12.560,31254.0,112422.0
12.570,31245.0,112440.0
12.580,31243.0,112503.0
12.590,31244.0,112558.0
12.600,31244.0,112632.0
12.610,31263.0,112619.0
12.620,31271.0,112364.0
12.630,31235.0,112095.0
12.640,31207.0,111983.0
12.650,31218.0,111992.0
12.660,31194.0,112016.0
12.670,31204.0,112090.0
12.680,31209.0,112125.0
12.690,31225.0,112127.0
12.700,31213.0,112084.0
12.710,31206.0,112106.0
12.720,31208.0,112174.0
12.730,31228.0,112285.0
12.740,31241.0,112389.0
12.750,31272.0,112486.0
12.760,31276.0,112507.0
12.770,31259.0,112236.0
12.780,31215.0,111937.0
12.790,31187.0,111859.0
12.800,31192.0,111898.0
12.810,31192.0,111912.0
12.820,31201.0,111986.0
12.830,31211.0,112035.0
12.840,31207.0,112012.0
12.850,31215.0,111932.0
12.860,31206.0,111994.0
12.870,31235.0,112113.0
12.880,31259.0,112235.0
12.890,31287.0,112364.0
12.900,31289.0,112458.0
12.910,31297.0,112410.0
12.920,31269.0,112157.0
12.930,31245.0,112018.0
12.940,31238.0,111981.0
12.950,31231.0,111975.0
12.960,31210.0,111984.0
12.970,31221.0,112072.0
12.980,31209.0,112107.0
12.990,31211.0,111961.0
13.000,31208.0,111863.0
13.010,31187.0,111794.0
13.020,31175.0,111820.0
13.030,31170.0,111902.0
13.040,31201.0,112020.0
13.050,31208.0,112142.0
13.060,31240.0,112214.0
13.070,31213.0,111991.0
13.080,31181.0,111755.0
13.090,31157.0,111682.0
13.100,31139.0,111644.0
13.110,31126.0,111600.0
13.120,31114.0,111662.0
13.130,31130.0,111741.0
13.140,31156.0,111717.0
13.150,31158.0,111715.0
13.160,31166.0,111845.0
13.170,31191.0,111999.0
13.180,31228.0,112144.0
13.190,31243.0,112229.0
13.200,31248.0,112308.0
13.210,31269.0,112401.0
13.220,31276.0,112242.0
13.230,31232.0,111935.0
13.240,31197.0,111801.0
13.250,31205.0,111815.0
13.260,31224.0,111897.0
13.270,31230.0,112003.0
13.280,31232.0,112029.0
13.290,31235.0,111987.0
13.300,31219.0,111955.0
13.310,31212.0,111999.0
13.320,31222.0,112062.0
13.330,31242.0,112144.0
13.340,31260.0,112193.0
13.350,31265.0,112269.0
13.360,31281.0,112342.0
13.370,31279.0,112230.0
13.380,31263.0,111946.0
13.390,31250.0,111832.0
13.400,31256.0,111889.0
13.410,31274.0,111959.0
13.420,31261.0,112056.0
13.430,31280.0,112135.0
13.440,31281.0,112115.0
13.450,31267.0,112060.0
13.460,31262.0,112062.0
13.470,31256.0,112121.0
13.480,31247.0,112151.0
13.490,31259.0,112206.0
13.500,31258.0,112282.0
13.510,31270.0,112293.0
13.520,31275.0,112312.0
13.530,31267.0,112095.0
13.540,31237.0,111907.0
13.550,31221.0,111924.0
13.560,31229.0,112009.0
13.570,31233.0,112073.0
13.580,31252.0,112151.0
13.590,31241.0,112132.0
13.600,31232.0,112114.0
13.610,31229.0,112120.0
13.620,31208.0,112153.0
13.630,31209.0,112168.0
13.640,31227.0,112207.0
13.650,31251.0,112216.0
13.660,31254.0,112255.0
13.670,31243.0,112320.0
13.680,31247.0,112226.0
13.690,31229.0,112022.0
13.700,31199.0,111947.0
13.710,31203.0,112053.0
13.720,31225.0,112160.0
13.730,31242.0,112259.0
13.740,31255.0,112310.0
13.750,31241.0,112311.0
13.760,31244.0,112298.0
13.770,31240.0,112311.0
13.780,31239.0,112350.0
13.790,31254.0,112409.0
13.800,31264.0,112471.0
13.810,31259.0,112512.0
13.820,31261.0,112575.0
13.830,31263.0,112496.0
13.840,31221.0,112235.0
13.850,31202.0,112101.0
13.860,31205.0,112142.0
13.870,31221.0,112197.0
13.880,31212.0,112256.0
13.890,31241.0,112298.0
13.900,31240.0,112295.0
13.910,31248.0,112280.0
13.920,31273.0,112299.0
13.930,31250.0,112311.0
13.940,31245.0,112365.0
13.950,31252.0,112417.0
13.960,31244.0,112440.0
13.970,31247.0,112471.0
13.980,31240.0,112287.0
13.990,31197.0,112044.0
14.000,31174.0,111984.0
14.010,31152.0,112003.0
14.020,31157.0,112053.0
14.030,31181.0,112121.0
14.040,31195.0,112166.0
14.050,31179.0,112147.0
14.060,31179.0,112104.0
14.070,31176.0,112109.0
14.080,31169.0,112115.0
14.090,31181.0,112154.0
14.100,31170.0,112191.0
14.110,31187.0,112243.0
14.120,31174.0,112232.0
14.130,31149.0,111980.0
14.140,31101.0,111745.0
14.150,31078.0,111686.0
14.160,31100.0,111706.0
14.170,31132.0,111793.0
14.180,31139.0,111891.0
14.190,31151.0,111963.0
14.200,31149.0,111970.0
14.210,31153.0,111973.0
14.220,31157.0,112025.0
14.230,31161.0,112071.0
14.240,31167.0,112120.0
14.250,31169.0,112167.0
14.260,31165.0,112208.0
14.270,31174.0,112191.0
14.280,31144.0,111895.0
14.290,31116.0,111641.0
14.300,31094.0,111609.0
14.310,31087.0,111651.0
14.320,31091.0,111693.0
14.330,31097.0,111754.0
14.340,31089.0,111742.0
14.350,31105.0,111679.0
14.360,31081.0,111629.0
14.370,31083.0,111626.0
14.380,31081.0,111668.0
14.390,31094.0,111703.0
14.400,31098.0,111744.0
14.410,31120.0,111806.0
14.420,31133.0,111764.0
14.430,31117.0,111475.0
14.440,31071.0,111236.0
14.450,31059.0,111217.0
14.460,31047.0,111257.0
14.470,31044.0,111314.0
14.480,31053.0,111387.0
14.490,31057.0,111406.0
14.500,31041.0,111352.0
14.510,31041.0,111331.0
14.520,31023.0,111357.0
14.530,31041.0,111394.0
14.540,31056.0,111449.0
14.550,31061.0,111516.0
14.560,31072.0,111565.0
14.570,31065.0,111420.0
14.580,31025.0,111086.0
14.590,30995.0,110920.0
14.600,30976.0,110914.0
14.610,30988.0,110953.0
14.620,30979.0,111005.0
14.630,30988.0,111066.0
14.640,30976.0,111053.0
14.650,30981.0,111022.0
14.660,30961.0,111018.0
14.670,30977.0,111027.0
14.680,31009.0,111093.0
14.690,31008.0,111170.0
14.700,31030.0,111242.0
14.710,31039.0,111316.0
14.720,31031.0,111123.0
14.730,30984.0,110776.0
14.740,30954.0,110602.0
14.750,30954.0,110601.0
14.760,30953.0,110628.0
14.770,30958.0,110682.0
14.780,30977.0,110729.0
14.790,30961.0,110702.0
14.800,30960.0,110668.0
14.810,30970.0,110680.0
14.820,30968.0,110732.0
14.830,30977.0,110783.0
14.840,30988.0,110862.0
14.850,30988.0,110936.0
14.860,30997.0,110946.0
14.870,30988.0,110658.0
14.880,30941.0,110373.0
14.890,30921.0,110274.0
14.900,30923.0,110310.0
14.910,30921.0,110382.0
14.920,30945.0,110470.0
14.930,30959.0,110515.0
14.940,30974.0,110507.0
14.950,30970.0,110515.0
14.960,30977.0,110553.0
14.970,30986.0,110640.0
14.980,31002.0,110716.0
14.990,31000.0,110802.0
15.000,31020.0,110873.0
15.010,31028.0,110889.0
15.020,30995.0,110594.0
15.030,30956.0,110347.0
15.040,30925.0,110296.0
15.050,30933.0,110343.0
15.060,30933.0,110420.0
15.070,30946.0,110490.0
15.080,30969.0,110534.0
15.090,30971.0,110527.0
15.100,30967.0,110528.0
15.110,30969.0,110560.0
15.120,30966.0,110623.0
15.130,30979.0,110689.0
15.140,30992.0,110763.0
15.150,30988.0,110827.0
15.160,31005.0,110820.0
15.170,30974.0,110561.0
15.180,30925.0,110326.0
15.190,30907.0,110279.0
15.200,30907.0,110290.0
15.210,30914.0,110329.0
15.220,30946.0,110429.0
15.230,30957.0,110488.0
15.240,30961.0,110454.0
15.250,30956.0,110466.0
15.260,30969.0,110559.0
15.270,30978.0,110601.0
15.280,30968.0,110638.0
15.290,30982.0,110734.0
15.300,31001.0,110835.0
15.310,31016.0,110874.0
15.320,30991.0,110681.0
15.330,30959.0,110439.0
15.340,30960.0,110369.0
15.350,30942.0,110393.0
15.360,30944.0,110446.0
15.370,30952.0,110523.0
15.380,30963.0,110578.0
15.390,30969.0,110604.0
15.400,30950.0,110595.0
15.410,30971.0,110628.0
15.420,30973.0,110692.0
15.430,30993.0,110787.0
15.440,31001.0,110847.0
15.450,31012.0,110915.0
15.460,31031.0,110962.0
15.470,31044.0,111043.0
15.480,31059.0,110927.0
15.490,31031.0,110686.0
15.500,31004.0,110616.0
15.510,31005.0,110662.0
15.520,31007.0,110694.0
15.530,31004.0,110787.0
15.540,31014.0,110845.0
15.550,31011.0,110872.0
15.560,31016.0,110866.0
15.570,31008.0,110907.0
15.580,31000.0,110945.0
15.590,31014.0,111006.0
15.600,31014.0,111072.0
15.610,31033.0,111127.0
15.620,31034.0,111191.0
15.630,31043.0,111242.0
15.640,31049.0,111245.0
15.650,31018.0,111021.0
15.660,31001.0,110876.0
15.670,31002.0,110905.0
15.680,31005.0,110965.0
15.690,31010.0,111054.0
15.700,31006.0,111121.0
15.710,31007.0,111144.0
15.720,31003.0,111130.0
15.730,31009.0,111146.0
15.740,31033.0,111184.0
15.750,31043.0,111236.0
15.760,31049.0,111298.0
15.770,31060.0,111368.0
15.780,31073.0,111430.0
15.790,31074.0,111528.0
15.800,31085.0,111580.0
15.810,31081.0,111504.0
15.820,31062.0,111284.0
15.830,31052.0,111209.0
15.840,31041.0,111248.0
15.850,31048.0,111321.0
15.860,31073.0,111409.0
15.870,31070.0,111481.0
15.880,31071.0,111497.0
15.890,31066.0,111477.0
15.900,31061.0,111491.0
15.910,31078.0,111530.0
15.920,31071.0,111591.0
15.930,31072.0,111641.0
15.940,31083.0,111701.0
15.950,31095.0,111773.0
15.960,31096.0,111839.0
15.970,31105.0,111748.0
15.980,31086.0,111534.0
15.990,31067.0,111442.0
16.000,31081.0,111483.0
16.010,31104.0,111563.0
16.020,31108.0,111670.0
16.030,31117.0,111742.0
16.040,31117.0,111748.0
16.050,31110.0,111723.0
16.060,31107.0,111731.0
16.070,31108.0,111773.0
16.080,31097.0,111817.0
16.090,31106.0,111870.0
16.100,31118.0,111932.0
16.110,31120.0,111997.0
16.120,31099.0,111973.0
16.130,31089.0,111710.0
16.140,31076.0,111561.0
16.150,31064.0,111533.0
16.160,31060.0,111593.0
16.170,31073.0,111645.0
16.180,31082.0,111702.0
16.190,31072.0,111687.0
16.200,31075.0,111688.0
16.210,31071.0,111678.0
16.220,31075.0,111695.0
16.230,31075.0,111691.0
16.240,31059.0,111737.0
16.250,31055.0,111791.0
16.260,31061.0,111858.0
16.270,31073.0,111812.0
16.280,31068.0,111520.0
16.290,31038.0,111297.0
16.300,31028.0,111262.0
16.310,31034.0,111322.0
16.320,31025.0,111395.0
16.330,31046.0,111455.0
16.340,31042.0,111459.0
16.350,31028.0,111428.0
16.360,31032.0,111404.0
16.370,31043.0,111412.0
16.380,31036.0,111464.0
16.390,31043.0,111525.0
16.400,31047.0,111559.0
16.410,31060.0,111602.0
16.420,31069.0,111563.0
16.430,31038.0,111293.0
16.440,31002.0,111068.0
16.450,30983.0,111034.0
16.460,30979.0,111053.0
16.470,30984.0,111078.0
16.480,30978.0,111100.0
16.490,30991.0,111186.0
16.500,30992.0,111162.0
16.510,30994.0,111122.0
16.520,30985.0,111127.0
16.530,30979.0,111164.0
16.540,31006.0,111209.0
16.550,31023.0,111293.0
16.560,31039.0,111365.0
16.570,31037.0,111303.0
16.580,31016.0,111016.0
16.590,30978.0,110830.0
16.600,30976.0,110834.0
16.610,30968.0,110874.0
16.620,30966.0,110922.0
16.630,30967.0,111017.0
16.640,30970.0,111037.0
16.650,30960.0,111010.0
16.660,30963.0,111050.0
16.670,30973.0,111059.0
16.680,30981.0,111091.0
16.690,30987.0,111206.0
16.700,31003.0,111279.0
16.710,31017.0,111322.0
16.720,31012.0,111358.0
16.730,30998.0,111152.0
16.740,30964.0,110933.0
16.750,30958.0,110900.0
16.760,30949.0,110966.0
16.770,30959.0,111075.0
16.780,30955.0,111157.0
16.790,30965.0,111158.0
16.800,30958.0,111106.0
16.810,30959.0,111079.0
16.820,30986.0,111113.0
16.830,30986.0,111141.0
16.840,30991.0,111207.0
16.850,31001.0,111276.0
16.860,31006.0,111324.0
16.870,31009.0,111348.0
16.880,31012.0,111136.0
16.890,30968.0,110938.0
16.900,30953.0,110933.0
16.910,30970.0,110979.0
16.920,30965.0,111033.0
16.930,30971.0,111124.0
16.940,30983.0,111176.0
16.950,30986.0,111139.0
16.960,30981.0,111131.0
16.970,30986.0,111156.0
16.980,31002.0,111198.0
16.990,30994.0,111254.0
17.000,31002.0,111316.0
17.010,31013.0,111372.0
17.020,31028.0,111412.0
17.030,31027.0,111338.0
17.040,31002.0,111095.0
17.050,30989.0,111036.0
17.060,31004.0,111089.0
17.070,31026.0,111165.0
17.080,31034.0,111266.0
17.090,31053.0,111326.0
17.100,31065.0,111341.0
17.110,31058.0,111338.0
17.120,31062.0,111380.0
17.130,31066.0,111441.0
17.140,31074.0,111506.0
17.150,31086.0,111588.0
17.160,31099.0,111667.0
17.170,31094.0,111729.0
17.180,31098.0,111688.0
17.190,31066.0,111423.0
17.200,31032.0,111287.0
17.210,31038.0,111352.0
17.220,31071.0,111433.0
17.230,31081.0,111553.0
17.240,31092.0,111659.0
17.250,31101.0,111671.0
17.260,31097.0,111665.0
17.270,31092.0,111682.0
17.280,31103.0,111738.0
17.290,31109.0,111806.0
17.300,31126.0,111851.0
17.310,31127.0,111938.0
17.320,31121.0,112001.0
17.330,31120.0,111901.0
17.340,31083.0,111622.0
17.350,31079.0,111494.0
17.360,31092.0,111509.0
17.370,31103.0,111603.0
17.380,31105.0,111701.0
17.390,31129.0,111785.0
17.400,31132.0,111744.0
17.410,31130.0,111698.0
17.420,31113.0,111704.0
17.430,31119.0,111727.0
17.440,31121.0,111800.0
17.450,31132.0,111860.0
17.460,31146.0,111931.0
17.470,31154.0,111940.0
17.480,31131.0,111675.0
17.490,31096.0,111399.0
17.500,31079.0,111367.0
17.510,31087.0,111414.0
17.520,31096.0,111498.0
17.530,31099.0,111558.0
17.540,31117.0,111594.0
17.550,31095.0,111546.0
17.560,31096.0,111511.0
17.570,31095.0,111518.0
17.580,31093.0,111562.0
17.590,31097.0,111616.0
17.600,31115.0,111669.0
17.610,31123.0,111724.0
17.620,31135.0,111617.0
17.630,31103.0,111288.0
17.640,31085.0,111088.0
17.650,31067.0,111065.0
17.660,31076.0,111104.0
17.670,31083.0,111165.0
17.680,31074.0,111211.0
17.690,31079.0,111198.0
17.700,31072.0,111147.0
17.710,31057.0,111134.0
17.720,31059.0,111144.0
17.730,31051.0,111169.0
17.740,31043.0,111223.0
17.750,31061.0,111269.0
17.760,31067.0,111311.0
17.770,31074.0,111081.0
17.780,31018.0,110720.0
17.790,30988.0,110554.0
17.800,30995.0,110536.0
17.810,30969.0,110557.0
17.820,30983.0,110582.0
17.830,30975.0,110632.0
17.840,30983.0,110593.0
17.850,30972.0,110525.0
17.860,30971.0,110511.0
17.870,30961.0,110532.0
17.880,30938.0,110592.0
17.890,30967.0,110640.0
17.900,30984.0,110692.0
17.910,31004.0,110763.0
17.920,31013.0,110633.0
17.930,30975.0,110255.0
17.940,30937.0,110053.0
17.950,30934.0,110028.0
17.960,30936.0,110085.0
17.970,30937.0,110178.0
17.980,30947.0,110254.0
17.990,30960.0,110278.0
18.000,30959.0,110261.0
18.010,30960.0,110283.0
18.020,30975.0,110329.0
18.030,30986.0,110369.0
18.040,31002.0,110440.0
18.050,31001.0,110515.0
18.060,31011.0,110573.0
18.070,31020.0,110545.0
18.080,30987.0,110200.0
18.090,30946.0,109838.0
18.100,30903.0,109775.0
18.110,30925.0,109804.0
18.120,30932.0,109848.0
18.130,30939.0,109889.0
18.140,30948.0,109886.0
18.150,30946.0,109818.0
18.160,30944.0,109802.0
18.170,30959.0,109815.0
18.180,30974.0,109853.0
18.190,30968.0,109928.0
18.200,30978.0,110008.0
18.210,30991.0,110091.0
18.220,30998.0,110115.0
18.230,30961.0,109825.0
18.240,30921.0,109509.0
18.250,30896.0,109433.0
18.260,30883.0,109466.0
18.270,30882.0,109547.0
18.280,30900.0,109650.0
18.290,30916.0,109712.0
18.300,30919.0,109716.0
18.310,30944.0,109739.0
18.320,30938.0,109795.0
18.330,30950.0,109884.0
18.340,30966.0,109975.0
18.350,30967.0,110086.0
18.360,30985.0,110194.0
18.370,30989.0,110272.0
18.380,30994.0,110348.0
18.390,30978.0,110124.0
18.400,30938.0,109840.0
18.410,30909.0,109774.0
18.420,30941.0,109822.0
18.430,30968.0,109922.0
18.440,30983.0,110030.0
18.450,31002.0,110124.0
18.460,31009.0,110162.0
18.470,31014.0,110168.0
18.480,31019.0,110220.0
18.490,31027.0,110292.0
18.500,31042.0,110390.0
18.510,31057.0,110480.0
18.520,31061.0,110571.0
18.530,31080.0,110646.0
18.540,31085.0,110606.0
18.550,31056.0,110334.0
18.560,31038.0,110181.0
18.570,31024.0,110170.0
18.580,31038.0,110250.0
18.590,31038.0,110340.0
18.600,31050.0,110433.0
18.610,31055.0,110476.0
18.620,31060.0,110451.0
18.630,31060.0,110478.0
18.640,31072.0,110526.0
18.650,31080.0,110595.0
18.660,31095.0,110669.0
18.670,31103.0,110747.0
18.680,31137.0,110825.0
18.690,31143.0,110879.0
18.700,31138.0,110663.0
18.710,31095.0,110403.0
18.720,31067.0,110340.0
18.730,31071.0,110388.0
18.740,31073.0,110436.0
18.750,31075.0,110495.0
18.760,31075.0,110544.0
18.770,31072.0,110545.0
18.780,31061.0,110528.0
18.790,31057.0,110577.0
18.800,31064.0,110647.0
18.810,31073.0,110680.0
18.820,31087.0,110780.0
18.830,31100.0,110857.0
18.840,31101.0,110931.0
18.850,31108.0,110872.0
18.860,31088.0,110604.0
18.870,31035.0,110495.0
18.880,31046.0,110508.0
18.890,31050.0,110555.0
18.900,31037.0,110652.0
18.910,31051.0,110725.0
18.920,31054.0,110750.0
18.930,31063.0,110719.0
18.940,31086.0,110754.0
18.950,31100.0,110817.0
18.960,31102.0,110894.0
18.970,31111.0,110983.0
18.980,31125.0,111063.0
18.990,31137.0,111149.0
19.000,31133.0,111236.0
19.010,31146.0,111156.0
19.020,31115.0,110902.0
19.030,31090.0,110791.0
19.040,31080.0,110828.0
19.050,31085.0,110913.0
19.060,31099.0,110983.0
19.070,31119.0,111062.0
19.080,31130.0,111108.0
19.090,31129.0,111084.0
19.100,31112.0,111083.0
19.110,31121.0,111126.0
19.120,31118.0,111190.0
19.130,31124.0,111241.0
19.140,31135.0,111334.0
19.150,31146.0,111430.0
19.160,31158.0,111446.0
19.170,31131.0,111197.0
19.180,31111.0,111029.0
19.190,31108.0,111008.0
19.200,31120.0,111093.0
19.210,31131.0,111188.0
19.220,31144.0,111268.0
19.230,31152.0,111329.0
19.240,31150.0,111321.0
19.250,31148.0,111273.0
19.260,31141.0,111274.0
19.270,31145.0,111313.0
19.280,31135.0,111370.0
19.290,31155.0,111444.0
19.300,31151.0,111461.0
19.310,31142.0,111454.0
19.320,31104.0,111204.0
19.330,31061.0,110994.0
19.340,31062.0,110977.0
19.350,31080.0,111017.0
19.360,31084.0,111083.0
19.370,31100.0,111137.0
19.380,31093.0,111166.0
19.390,31089.0,111134.0
19.400,31071.0,111100.0
19.410,31092.0,111150.0
19.420,31086.0,111194.0
19.430,31096.0,111208.0
19.440,31090.0,111281.0
19.450,31093.0,111353.0
19.460,31084.0,111235.0
19.470,31059.0,110914.0
19.480,31006.0,110790.0
19.490,31037.0,110780.0
19.500,31043.0,110836.0
19.510,31063.0,110941.0
19.520,31052.0,110996.0
19.530,31066.0,111019.0
19.540,31055.0,110995.0
19.550,31057.0,111030.0
19.560,31068.0,111093.0
19.570,31073.0,111137.0
19.580,31081.0,111212.0
19.590,31093.0,111244.0
19.600,31054.0,111098.0
19.610,31069.0,111244.0
19.620,31101.0,111458.0
19.630,31189.0,0.0
19.640,0.0,0.0
19.650,0.0,0.0
19.660,0.0,0.0
19.670,0.0,0.0
19.680,0.0,0.0
19.690,0.0,0.0
19.700,0.0,0.0
19.710,0.0,0.0
19.720,0.0,0.0
19.730,0.0,0.0
19.740,0.0,0.0
19.750,0.0,0.0
19.760,0.0,0.0
19.770,0.0,0.0
19.780,0.0,0.0
19.790,0.0,0.0
19.800,0.0,0.0
19.810,0.0,0.0
19.820,0.0,0.0
19.830,0.0,0.0
19.840,0.0,0.0
19.850,0.0,0.0
19.860,0.0,0.0
